mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1					
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	2					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	3					
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	5					
1	1	0	0	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	6					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	7					
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	8					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	9					
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	10					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	11					
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5			
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	12					
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6\			
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	13					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	14					
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	15					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	16					
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	17					
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	18					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	19					
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	20					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	21					
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	3			
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	22					
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	4			
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6	4	2	
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	23					
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	24					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	25					
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	26					
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	27					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	28					
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6			
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	29					
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	7	#		
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	30					
4	4	12	12	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	31					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	32					
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	33					
5	5	16	16	4.0	0	0	Chord	4/4	1	2	1	1	1	34					
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	35					
5	5	16	16	4.0	0	0	Chord	4/4	2	2	1	1	1	36					
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	37					0
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	38					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	39					
6	6	20	20	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	40					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	41					
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	6		
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	42					
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	_		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	43					
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	44					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	45					
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	46					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	47					
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	48					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	49					
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	8			
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	50					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	51					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	52					
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	53					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	54					
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	55					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	56					
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	57					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	58					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	59					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	60					
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7	5		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	61					
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	62					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	63					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	64					
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1	1	1	65					
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	66					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	67					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	8	4		
9	9	32	32	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	68					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	_	3		
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69					
9	9	32	32	4.0	0	0	Chord	4/4	2	2	1	1	1	70					
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1	1	1	71					
10	10	36	36	4.0	0	0	Chord	4/4	1	2	1	1	1	72					
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1	1	1	73					
10	10	36	36	4.0	0	0	Chord	4/4	2	2	1	1	1	74					
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	75					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	76					
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	77					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	78					
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	80					
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	81					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	82					
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	83					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	84					
12	12	44	44	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	85					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	86					
12	12	44	44	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6\			
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	87					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	88					
12	12	44	44	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	89					
