mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1					
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	2					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	3					
1	1	0	0	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	#			
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6	4\	2	
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	5					
1	1	0	0	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	6					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	7					
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	8					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	9					
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	10					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	11					
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6			
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	12					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	b7	5		
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	13					
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	14					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	15					
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	16					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	17					
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	18					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	19					
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	20					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	21					
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6			
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	22					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	23					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	24					
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	25					
4	4	12	12	4.0	0	0	Chord	4/4	1	2	1	1	1	26					
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1	#			
4	4	12	12	4.0	0	0	Chord	4/4	2	1	1	1	1	27					
4	4	12	12	4.0	0	0	Chord	4/4	2	2	1	1	1	28					
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	29					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	30					
5	5	16	16	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	31					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	32					
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	33					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	34					
5	5	16	16	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	35					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	36					
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	37					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	38					
6	6	20	20	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	39					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	40					
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	41					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	b7	5		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	42					
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	43					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	44					
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	45					0
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	46					
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	47					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	48					
7	7	24	24	4.0	0	0	Chord	4/4	2	1	1	1	1	49					
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	50					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	51					
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1	1	1	52					
8	8	28	28	4.0	0	0	Chord	4/4	1	2	1	1	1	53					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1	#			
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1	1	1	54					
8	8	28	28	4.0	0	0	Chord	4/4	2	2	1	1	1	55					
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	56					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	57					
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	58					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	59					
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	60					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	61					
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	62					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	63					
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	64					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	65					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	66					
10	10	36	36	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	67					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	68					
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	6		
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	69					
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	_		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	70					
10	10	36	36	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	71					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	72					
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	73					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	74					
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	75					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	76					
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	8			
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	77					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	b7			
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	78					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	79					
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	80					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	81					
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	82					
12	12	44	44	4.0	0	0	Chord	4/4	1	2	1	1	1	83					
12	12	44	44	0.0	0	0	FiguredBass	4/4	2	1	0				1	h			
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	84					
12	12	44	44	4.0	0	0	Chord	4/4	2	2	1	1	1	85					
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	86					
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	87					
13	13	48	48	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	88					
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	89					
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6			
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	90					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8			
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91					
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	b7			
