mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1					
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	2					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	3					
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8			
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5					
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	6					
1	1	0	0	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	7					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	8					
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	9					0
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	10					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	11					
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	12					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	13					
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	8			
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	14					
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7			
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	15					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	16					
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	17					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	18					
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	19					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	20					
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	21					
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	22					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	23					
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5			
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	24					
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	25					
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	26					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	27					
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	28					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	29					
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	30					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	31					
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	32					
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	_			
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6			
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	33					
4	4	12	12	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	34					
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	35					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	36					
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	37					
5	5	16	16	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	38					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	39					
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6	5		
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	40					
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8			
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	41					
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	42					
5	5	16	16	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	43					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	44					
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	45					
6	6	20	20	4.0	0	0	Chord	4/4	1	2	1	1	1	46					
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	47					
6	6	20	20	4.0	0	0	Chord	4/4	2	2	1	1	1	48					
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	49					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	50					
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	51					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	52					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	53					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	54					
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	55					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	56					
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	57					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	58					
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	59					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	60					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	h			
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	61					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6\			
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	62					
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	63					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	64					
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	65					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	66					
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	67					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	68					
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	69					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	5			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	70					
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	_			
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	71					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	72					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	73					
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	74					1
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	75					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	76					
10	10	36	36	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	77					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	78					
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	6		
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79					
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	_		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	80					
10	10	36	36	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	81					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	82					
11	11	40	40	4.0	0	0	Chord	4/4	1	1	1	1	1	83					
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	84					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	85					
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	8	5h	4	
11	11	40	40	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	86					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	_	_	#	
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87					
