mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0				
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1				
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	2				
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	3				
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4				
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6		
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	5				
1	1	0	0	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	6				
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	7				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	8				0
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	9				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	10				
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	11				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	12				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	3		
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	13				
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	2		
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	14				
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	15				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	16				
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	17				
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	18				
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	19				
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	20				
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	21				
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5		
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	22				
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	23				
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	24				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	25				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	26				
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	27				
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	28				
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	29				
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	8	4	
4	4	12	12	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	30				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	_	3	
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	31				
4	4	12	12	4.0	0	0	Chord	4/4	2	2	1	1	1	32				
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	33				
5	5	16	16	4.0	0	0	Chord	4/4	1	2	1	1	1	34				
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	35				
5	5	16	16	4.0	0	0	Chord	4/4	2	2	1	1	1	36				
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	37				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	38				
6	6	20	20	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	39				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	40				
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6		
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	41				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	42				
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	43				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	44				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45				1
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	46				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	47				
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	48				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	49				
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	3		
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	50				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	4\		
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	51				
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	52				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	53				
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	54				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	55				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	56				
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	57				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	58				
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6		
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	59				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	4		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	60				
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#		
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	61				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	62				
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1	1	1	63				
9	9	32	32	4.0	0	0	Chord	4/4	1	2	1	1	1	64				
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1	1	1	65				
9	9	32	32	4.0	0	0	Chord	4/4	2	2	1	1	1	66				
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	67				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	68				
10	10	36	36	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	69				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	70				
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	h		
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	71				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	72				
10	10	36	36	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	73				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	74				
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75				2
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	77				
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	78				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	79				
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	3		
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	80				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	4		
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	81				
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	82				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	83				
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	84				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	85				
12	12	44	44	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	86				
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	87				
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	88				
