mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1					
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	2					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	3					
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	4					
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	6		
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	5					
1	1	0	0	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	6					
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	7					
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	8					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	9					
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	10					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	11					
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	12					
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	6		
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	13					
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	14					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	15					
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	16					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	17					
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	18					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	19					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	20					
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6	5	
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	21					
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/4	8	#	
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	22					
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					1/4	#		
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	23					
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	24					
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	25	articStaccatissimoAbove				0
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	26	articStaccatissimoAbove				
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	27	articStaccatissimoBelow				1
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	28	articStaccatissimoBelow				
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	29	articStaccatissimoAbove				2
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	30	articStaccatissimoAbove				
4	4	12	12	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	31	articStaccatissimoBelow				3
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	32	articStaccatissimoBelow				
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	33					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	34					
5	5	16	16	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	35					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	36					
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	37					
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	6		
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	38					
5	5	16	16	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	39					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	40					
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	41					
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	42					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	43					
6	6	20	20	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	44					
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	45					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	46					
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	8	#	
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	47					
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	7		
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/4	5		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	48					
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					1/4	6h		
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	49					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	50					
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	51					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	52					
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	53					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	54					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	55					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	56					
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	57					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	58					
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	59	articStaccatissimoAbove				4
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	60	articStaccatissimoAbove				
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	61	articStaccatissimoBelow				5
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	62	articStaccatissimoBelow				
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	63	articStaccatissimoAbove				6
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	64	articStaccatissimoAbove				
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	65	articStaccatissimoBelow				7
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	66	articStaccatissimoBelow				
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	67					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	68					
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	69					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	70					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6		
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	71					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	6		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	72					
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	73					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	74					
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	75					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	76					
10	10	36	36	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	77					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	78					
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	80					
10	10	36	36	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	81					
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	82					
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	83					8
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	84					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	85					
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	86					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	87					
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	7	3	
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	88					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	_	2	
